id	resource	problem	wikidata_id	id_wiki	wiki_address	label_en	description_english	description_german	commons_url	HDS ID	GND ID	date of birth	date of death	place of birth	coordinate_location_birth	place of death	coordinate location
1495	/m/0123js3h		Niccolò di Forzore Spinelli	Q16582310	https://www.wikidata.org/wiki/Q16582310	Niccolò di Forzore Spinelli			https://upload.wikimedia.org/wikipedia/commons/6/65/Niccol%C3%B2_di_forzore_spinelli%2C_medaglia_di_lorenzo_il_magnifico.JPG		123861713	1430-01-01T00:00:00Z	1514-01-01T00:00:00Z	Florence	43.771388888889,11.254166666667	Florence	43.771388888889,11.254166666667
104222			Carl Brun	Q19145286	https://www.wikidata.org/wiki/Q19145286	Carl Brun				27699	124110738	1851-09-12T00:00:00Z	1923-01-06T00:00:00Z	Hamburg	53.55,10	Zürich	47.378611111111,8.54
104160	/m/0tk5dpw		Hans Theodor Plüss	Q1582748	https://www.wikidata.org/wiki/Q1582748	Hans Theodor Plüss	German classical philologist			43450	124223079	1845-05-29T00:00:00Z	1919-11-11T00:00:00Z	Rheinfelden (Baden)	47.561111111111,7.7916666666667	Basel	47.550555555556,7.5911111111111
1192	http://purl.org/net7/korbo2/ite/m/1192		Marco d'Oggiono	Q982274	https://www.wikidata.org/wiki/Q982274	Marco d'Oggiono	Italian painter	italienischer Maler	https://upload.wikimedia.org/wikipedia/commons/2/20/Oggiono2.jpg		124255833	1475-01-01T00:00:00Z	1530-01-01T00:00:00Z	Oggiono	45.783333333333,9.35	Milan	45.464161,9.190336
2918			Familie Brivio	Q61993454	https://www.wikidata.org/wiki/Q61993454	Familie Brivio	Brivio was a noble family in Milan.				124271898						
587	/m/0t4_pn9		Fritz Burckhardt	Q61993455	https://www.wikidata.org/wiki/Q61993455	Fritz Burckhardt	High school principal, university professor, Swiss mathematician and physicist			31963	124280587	1830-01-01T00:00:00Z	1913-01-01T00:00:00Z				
340	/m/0sxclm9		Andreas Heusler	Q498015	https://www.wikidata.org/wiki/Q498015	Andreas Heusler	Swiss journalist, legal historian and politician			7166	124348378	1802-03-08T00:00:00Z	1868-04-11T00:00:00Z	Basel	47.550555555556,7.5911111111111	Basel	47.550555555556,7.5911111111111
2968	/m/02w897m		Dirck Hals	Q759486	https://www.wikidata.org/wiki/Q759486	Dirck Hals	painter from the Northern Netherlands				124403867	1591-03-19T00:00:00Z	1656-05-17T00:00:00Z	Haarlem	52.380277777778,4.6405555555556	Haarlem	52.380277777778,4.6405555555556
2967	/m/0by04hl		Anthonie Palamedes	Q245947	https://www.wikidata.org/wiki/Q245947	Anthonie Palamedes	painter from the Northern Netherlands	niederländischer Maler	https://upload.wikimedia.org/wikipedia/commons/7/7c/Palamedesz_family.jpg		124404103	1601-01-01T00:00:00Z	1673-11-27T00:00:00Z	Delft	52.011944444444,4.3594444444444	Amsterdam	52.383333333333,4.9
1003	http://purl.org/net7/korbo2/ite/m/1003		Adolf Asher	Q360778	https://www.wikidata.org/wiki/Q360778	Adolf Asher	German publisher				124478271	1800-08-23T00:00:00Z	1853-09-02T00:00:00Z	Kamień Pomorski	53.969722222222,14.785833333333	Venice	45.439722222222,12.331944444444
104209	/m/01033pyc		Nicolas-Marie-Joseph Chapuy	Q1986358	https://www.wikidata.org/wiki/Q1986358	Nicolas-Marie-Joseph Chapuy	French lithographer, illustrator and painter				124789102	1790-01-01T00:00:00Z	1858-07-23T00:00:00Z	Paris	48.856577777778,2.3518277777778	Paris	48.856577777778,2.3518277777778
387	/m/0tk43vs		Conrad Wilhelm Kambli	Q55911606	https://www.wikidata.org/wiki/Q55911606	Conrad Wilhelm Kambli					126685924	1829-01-25T00:00:00Z	1914-01-01T00:00:00Z				
420	/m/0v131pp		Franz Anton Zetter-Collin	Q61993456	https://www.wikidata.org/wiki/Q61993456	Franz Anton Zetter-Collin					127314954						
104657			Franz Anton Zetter-Collin	Q61993456	https://www.wikidata.org/wiki/Q61993456	Franz Anton Zetter-Collin					127314954						
618	/m/0t5c0qv		Guido Gysler	Q61993457	https://www.wikidata.org/wiki/Q61993457	Guido Gysler					127673105						
103810			Alfred A. Gönner	Q61993458	https://www.wikidata.org/wiki/Q61993458	Alfred A. Gönner					127802436						
104944			Plazid Weissenbach	Q1417624	https://www.wikidata.org/wiki/Q1417624	Plazid Weissenbach	Swiss politician	Schweizer Politiker und Eisenbahnmanager	https://upload.wikimedia.org/wikipedia/commons/5/51/Plazid_Weissenbach_junior.jpg	3811	127935037	1841-03-29T00:00:00Z	1914-09-07T00:00:00Z	Bremgarten	47.352777777778,8.34	Aarau	47.3923,8.0446
2189	/m/0y4bp90		Karl K. Gerc	Q61993459	https://www.wikidata.org/wiki/Q61993459	Karl K. Gerc	Russian, archaeologist and art historian				12842365X	1820-01-01T00:00:00Z	1883-01-01T00:00:00Z				
1535	/m/011r_jt3		Ernst Staehelin	Q1360259	https://www.wikidata.org/wiki/Q1360259	Ernst Staehelin	Swiss church historian and theologian			10851	118752499	1889-10-03T00:00:00Z	1980-09-11T00:00:00Z	Basel	47.550555555556,7.5911111111111	Basel	47.550555555556,7.5911111111111
2433			Ferdinand de Dartein	Q3068677	https://www.wikidata.org/wiki/Q3068677	Ferdinand de Dartein	French architect, art historian and painter				128882484	1838-02-09T00:00:00Z	1912-02-19T00:00:00Z	Strasbourg	48.573333333333,7.7522222222222	Paris	48.856577777778,2.3518277777778
2653	/m/053wspv		Ottaviano Riario	Q3357728	https://www.wikidata.org/wiki/Q3357728	Ottaviano Riario	Italian noble		https://upload.wikimedia.org/wikipedia/commons/5/5a/Medaglia_di_ottaviano_sforza-riario%2C_1490_ca..JPG		129064564	1479-09-01T00:00:00Z	1523-01-01T00:00:00Z	Forlì	44.2225,12.040833333333	Italy	43,12
2922	/m/02qx7sj		Rocco Marconi	Q933895	https://www.wikidata.org/wiki/Q933895	Rocco Marconi	Italian painter		https://upload.wikimedia.org/wikipedia/commons/1/15/Rocco_Marconi_-_Christ_and_the_Adulteress.jpg			1490-01-01T00:00:00Z	1529-05-13T00:00:00Z			Venice	45.439722222222,12.331944444444
1309	http://purl.org/net7/korbo2/ite/m/1309		Andrea Bregno	Q493515	https://www.wikidata.org/wiki/Q493515	Andrea Bregno	Italian artist	italienischer Bildhauer	https://upload.wikimedia.org/wikipedia/commons/a/a6/Santa_Maria_sopra_Minerva_Andrea_Bregno_%28cropped%29.jpg		129657379	1418-01-01T00:00:00Z	1503-09-01T00:00:00Z	Claino con Osteno	46,9.0833333333333	Rome	41.893055555556,12.482777777778
588	/m/0t4_py8		Carl von Cotta	Q19559828	https://www.wikidata.org/wiki/Q19559828	Carl von Cotta					129692336	1835-01-06T00:00:00Z	1888-09-15T00:00:00Z				
2475	/m/0178gh		Ludwig Tieck	Q57239	https://www.wikidata.org/wiki/Q57239	Ludwig Tieck	German poet, translator, editor, novelist, and critic	deutscher Dichter, Schriftsteller, Herausgeber und Übersetzer der Romantik	https://upload.wikimedia.org/wikipedia/commons/5/5c/Ludwig_Tieck.jpg		12989432X	1773-05-31T00:00:00Z	1853-04-28T00:00:00Z	Berlin	52.516666666667,13.383333333333	Berlin	52.516666666667,13.383333333333
1228	http://purl.org/net7/korbo2/ite/m/1228		Albert van Ouwater	Q163420	https://www.wikidata.org/wiki/Q163420	Albert van Ouwater	Dutch painter				130058262	1415-01-01T00:00:00Z	1475-01-01T00:00:00Z	Oudewater	52.0267,4.8686	Haarlem	52.380277777778,4.6405555555556
163	/m/0tk4_qb		Jerzy Mycielski	Q11725114	https://www.wikidata.org/wiki/Q11725114	Jerzy Mycielski			https://upload.wikimedia.org/wikipedia/commons/5/59/Jerzy_Mycielski.jpg		130121460	1856-05-30T00:00:00Z	1928-09-26T00:00:00Z	Kraków	50.061388888889,19.937222222222	Kraków	50.061388888889,19.937222222222
1649	http://purl.org/net7/korbo2/ite/m/1649		Théodore de Saussure	Q19838980	https://www.wikidata.org/wiki/Q19838980	Théodore de Saussure	Swiss politician			27765	130141321	1824-07-03T00:00:00Z	1903-08-04T00:00:00Z	Geneva	46.2,6.15	Geneva	46.2,6.15
640	/m/0t5dkss		Konstantin Winterberg	Q61993460	https://www.wikidata.org/wiki/Q61993460	Konstantin Winterberg					130236551						
2465	/m/0tk5lrh		Johann Jakob II Stehlin	Q1694940	https://www.wikidata.org/wiki/Q1694940	Johann Jakob II Stehlin	Swiss architect			19964	132553112	1826-03-25T00:00:00Z	1894-09-09T00:00:00Z	Basel	47.550555555556,7.5911111111111	Basel	47.550555555556,7.5911111111111
2921	/m/05cy9j		Thomas de Keyser	Q932263	https://www.wikidata.org/wiki/Q932263	Thomas de Keyser	Dutch painter				132559900	1596-01-01T00:00:00Z	1667-01-01T00:00:00Z	Amsterdam	52.383333333333,4.9	Amsterdam	52.383333333333,4.9
1605	http://purl.org/net7/korbo2/ite/m/1605		Friedrich Miescher-His	Q28053764	https://www.wikidata.org/wiki/Q28053764	Friedrich Miescher-His				14550	133099997	1811-03-02T00:00:00Z	1887-01-21T00:00:00Z	Walkringen	46.946666666667,7.62	Basel	47.550555555556,7.5911111111111
															46.96069,7.62737		
2747	/m/0cf4zg		Gustave Boulanger	Q726564	https://www.wikidata.org/wiki/Q726564	Gustave Boulanger	French painter	französischer Maler	https://upload.wikimedia.org/wikipedia/commons/a/ad/Boulanger2.jpg		133582280	1824-04-25T00:00:00Z	1888-09-22T00:00:00Z	Paris	48.856577777778,2.3518277777778	Paris	48.856577777778,2.3518277777778
2515	/m/0v121h9		Hermann Amsler	Q55843374	https://www.wikidata.org/wiki/Q55843374	Hermann Amsler					135592690	1835-01-01T00:00:00Z	1881-01-01T00:00:00Z				
1189	http://purl.org/net7/korbo2/ite/m/1189		Bernardino de' Conti	Q2405424	https://www.wikidata.org/wiki/Q2405424	Bernardino de' Conti	Italian painter			18559	135919606	1465-01-01T00:00:00Z	1525-01-01T00:00:00Z	Castelseprio	45.71372,8.86161	Pavia	45.185280555556,9.155
2992	/m/02z7864		Pier Francesco Sacchi	Q3382680	https://www.wikidata.org/wiki/Q3382680	Pier Francesco Sacchi	Italian painter	italienischer Renaissance Maler	https://upload.wikimedia.org/wikipedia/commons/d/d6/Pier_Francesco_Sacchi_-_Dottori_della_Chiesa_-_ca._1516.jpg		136080782	1485-01-01T00:00:00Z	1528-01-01T00:00:00Z	Pavia	45.185280555556,9.155	Genoa	44.407186111111,8.9339833333333
237	/m/0t4_sfb		Wilhelm Pleikard Ludwig von Gemmingen	Q15240793	https://www.wikidata.org/wiki/Q15240793	Wilhelm Pleikard Ludwig von Gemmingen	German chamberlain and officer				136109934	1823-05-20T00:00:00Z	1903-07-29T00:00:00Z	Karlsruhe	49.016666666667,8.4		
723	/m/0w5__3t		Alphons Koechlin	Q2651037	https://www.wikidata.org/wiki/Q2651037	Alphons Koechlin	Swiss politician			4568	136110118	1821-04-06T00:00:00Z	1893-02-06T00:00:00Z	Basel	47.550555555556,7.5911111111111	Basel	47.550555555556,7.5911111111111
241	/m/0sxg58f		Eduard His	Q58331298	https://www.wikidata.org/wiki/Q58331298	Eduard His				45961	137582730	1820-09-12T00:00:00Z	1905-08-24T00:00:00Z				
												1820-01-01T00:00:00Z	1905-01-01T00:00:00Z				
737	/m/0w7bcfk		Paul Laspeyres	Q2060848	https://www.wikidata.org/wiki/Q2060848	Paul Laspeyres	German architect, art historian and architectural historian				136573029	1840-04-22T00:00:00Z	1881-05-14T00:00:00Z	Halle (Saale)	51.483055555556,11.971944444444	Rome	41.893055555556,12.482777777778
740	/m/0w7bnpf		Moritz Schauenburg	Q15430051	https://www.wikidata.org/wiki/Q15430051	Moritz Schauenburg	German publisher				117111724	1863-11-07T00:00:00Z	1933-03-13T00:00:00Z	Lahr/Schwarzwald	48.339166666667,7.8722222222222	Lahr/Schwarzwald	48.339166666667,7.8722222222222
104667			Rudolf Merian	Q1727603	https://www.wikidata.org/wiki/Q1727603	Rudolf Merian				23109	137095473	1820-10-17T00:00:00Z	1891-11-04T00:00:00Z	Basel	47.550555555556,7.5911111111111	Basel	47.550555555556,7.5911111111111
171	/m/0v0yqb0		Theodor Curti	Q5614347	https://www.wikidata.org/wiki/Q5614347	Theodor Curti				3969	13743295X	1848-12-24T00:00:00Z	1914-12-13T00:00:00Z				
696	/m/0w7c_y0		Ferdinand Schlöth	Q1405762	https://www.wikidata.org/wiki/Q1405762	Ferdinand Schlöth	Swiss sculptor			22630	137697759	1818-01-25T00:00:00Z	1891-08-02T00:00:00Z	Basel	47.550555555556,7.5911111111111	Lutzenberg	47.458055555556,9.5836111111111
2498	/m/08hgrj		Philip, Duke of Parma	Q223293	https://www.wikidata.org/wiki/Q223293	Philip, Duke of Parma	Spanish duke	Herzog von Parma	https://upload.wikimedia.org/wikipedia/commons/5/57/Felipe_de_Parma.jpg		137838573	1720-03-15T00:00:00Z	1765-07-18T00:00:00Z	Madrid	40.418888888889,-3.6919444444444	Alessandria	44.913330555556,8.62
104933			Gottfried Löning	Q55844678	https://www.wikidata.org/wiki/Q55844678	Gottfried Löning					137851995	1851-01-01T00:00:00Z	1887-01-01T00:00:00Z				
104934	http://purl.org/net7/korbo2/ite/m/104934		Gottfried Löning	Q55844678	https://www.wikidata.org/wiki/Q55844678	Gottfried Löning					137851995	1851-01-01T00:00:00Z	1887-01-01T00:00:00Z				
485	/m/0sxbtx4		Johann Jakob Oeri	Q23060851	https://www.wikidata.org/wiki/Q23060851	Johann Jakob Oeri					138280908	1817-01-07T00:00:00Z	1897-07-05T00:00:00Z	Wil	47.605833333333,8.5075	Basel	47.550555555556,7.5911111111111
714	/m/0sxh2j_		Rudolf Daniel Oeri	Q55845347	https://www.wikidata.org/wiki/Q55845347	Rudolf Daniel Oeri					138280916	1849-01-01T00:00:00Z	1917-01-01T00:00:00Z				
102892			Ernst Wilhelm Ackermann	Q1360588	https://www.wikidata.org/wiki/Q1360588	Ernst Wilhelm Ackermann	German writer (1821-1846)				138348375	1821-10-14T00:00:00Z	1846-06-14T00:00:00Z	Königsberg	54.716666666667,20.516666666667	Naples	40.833333333333,14.25
963	http://purl.org/net7/korbo2/ite/m/963		Jakob Meyer zum Hasen	Q869981	https://www.wikidata.org/wiki/Q869981	Jakob Meyer zum Hasen	bürgermeister of the city of Basel	Bürgermeister der Stadt Basel	https://upload.wikimedia.org/wikipedia/commons/0/04/Meyerzumhasen.jpg	19318	13837192X	1482-01-01T00:00:00Z	1531-01-01T00:00:00Z	Basel	47.550555555556,7.5911111111111	Basel	47.550555555556,7.5911111111111
1235	http://purl.org/net7/korbo2/ite/m/1235		Duschan von Preradovic'	Q55859134	https://www.wikidata.org/wiki/Q55859134	Duschan von Preradovic'					138412529	1844-01-01T00:00:00Z	1920-01-01T00:00:00Z				
734	/m/0w79qlv		José Caveda y Nava	Q3330151	https://www.wikidata.org/wiki/Q3330151	José Caveda y Nava	Spanish politician				138447454	1796-01-01T00:00:00Z	1882-01-01T00:00:00Z	Villaviciosa	43.4813318,-5.4334618		
1612	/m/0y4zl45		Johannes Wieland	Q1559663	https://www.wikidata.org/wiki/Q1559663	Johannes Wieland	Swiss politician			24428	138525358	1825-05-14T00:00:00Z	1864-03-23T00:00:00Z	Basel	47.550555555556,7.5911111111111	Basel	47.550555555556,7.5911111111111
459	/m/0v0_kgp		August Sträter	Q2656415	https://www.wikidata.org/wiki/Q2656415	August Sträter	German physician and art collector				138558515	1810-06-13T00:00:00Z	1897-02-13T00:00:00Z	Rheine	52.283333333333,7.4333333333333	Aachen	50.776207,6.083788
102928			Julius Baedeker	Q23062757	https://www.wikidata.org/wiki/Q23062757	Julius Baedeker					138677476	1821-08-21T00:00:00Z	1898-11-22T00:00:00Z	Essen	51.450833333333,7.0130555555556	Essen	51.450833333333,7.0130555555556
543	/m/0sxgl8p		Karl Dietrich Wieland	Q55127279	https://www.wikidata.org/wiki/Q55127279	Karl Dietrich Wieland					139105743	1830-01-01T00:00:00Z	1894-01-01T00:00:00Z				
104935			Heinrich Oswalt	Q1598432	https://www.wikidata.org/wiki/Q1598432	Heinrich Oswalt	German publisher				139821406	1830-08-05T00:00:00Z	1891-11-30T00:00:00Z	Frankfurt	50.113611111111,8.6797222222222	Frankfurt	50.113611111111,8.6797222222222
84	/m/0v086j7		Robert Dorer	Q673026	https://www.wikidata.org/wiki/Q673026	Robert Dorer	Swiss sculptor and author	Schweizer Bildhauer	https://upload.wikimedia.org/wikipedia/commons/7/7a/Eugen_Robert_Dorer_-_Bildhauer.jpg	22007	140086390	1830-02-13T00:00:00Z	1893-04-13T00:00:00Z	Baden	47.473333333333,8.3041666666667	Baden	47.473333333333,8.3041666666667
															47.46513,8.28964		47.46513,8.28964
2738	/m/0_xv59_		Arnold Roth	Q2557509	https://www.wikidata.org/wiki/Q2557509	Arnold Roth	Swiss politician and diplomat	Schweizer Politiker und Diplomat	https://upload.wikimedia.org/wikipedia/commons/8/8f/CH-000001-5GS-FOTO-PORT-ROTH_ARNOLD-12.jpg	4156	140896341	1836-01-01T00:00:00Z	1904-01-01T00:00:00Z	Teufen	47.39,9.39	Berlin	52.516666666667,13.383333333333
															47.39359,9.38861		
1466	/m/0tk5n_6		Otto Stoeßer	Q61993461	https://www.wikidata.org/wiki/Q61993461	Otto Stoeßer					141235195		1917-01-01T00:00:00Z				
1308	http://purl.org/net7/korbo2/ite/m/1308		Paolo Romano	Q2469612	https://www.wikidata.org/wiki/Q2469612	Paolo Romano	15th century Italian sculptor		https://upload.wikimedia.org/wikipedia/commons/b/b0/054_le_vite%2C_paolo_romano.jpg		141560711	1445-01-01T00:00:00Z	1470-01-01T00:00:00Z	Sezze	41.5,13.066666666667	Rome	41.893055555556,12.482777777778
72	/m/0w46tb3		Carlo Crippa	Q62130312	https://www.wikidata.org/wiki/Q62130312	Carlo Crippa	Carlo Crippa was trader in photographs and interlocutor of the Swiss art historian Jacob Burckhardt. In 1877 he resided in Germany (Karlsruhe, Stuttgart).										
103375			Sebastian Spörlin	Q61993462	https://www.wikidata.org/wiki/Q61993462	Sebastian Spörlin	Mayor of the city of Basel				14401176X	1560-01-01T00:00:00Z	1644-01-01T00:00:00Z				
741	/m/0w7br1w		Rudolf Gageur	Q61993463	https://www.wikidata.org/wiki/Q61993463	Rudolf Gageur					157587843						
346	/m/0sxb_98		Fritz Burckhardt	Q61993465	https://www.wikidata.org/wiki/Q61993465	Fritz Burckhardt					157782581						
2575	http://purl.org/net7/korbo2/ite/m/2575		Giulio Cesare Sansoni	Q3769578	https://www.wikidata.org/wiki/Q3769578	Giulio Cesare Sansoni	Italian publisher				1070404772	1837-05-20T00:00:00Z	1885-02-13T00:00:00Z	Florence	43.771388888889,11.254166666667	Rome	41.893055555556,12.482777777778
2706			Manfred, King of Sicily	Q164889	https://www.wikidata.org/wiki/Q164889	Manfred, King of Sicily	King of Sicily	König von Sizilien	https://upload.wikimedia.org/wikipedia/commons/c/c4/Manfred_Crowned.jpg		118577018	1232-01-01T00:00:00Z	1266-02-26T00:00:00Z	Venosa	40.966666666667,15.816666666667	Battle of Benevento	41.1333,14.7833
1651			Adolphe Gautier	Q63108455	https://www.wikidata.org/wiki/Q63108455	Adolphe Gautier					159092132						
1646	http://purl.org/net7/korbo2/ite/m/1646		Quirino Leoni	Q63126110	https://www.wikidata.org/wiki/Q63126110	Quirino Leoni	Quirino Leoni (XIX c.) was Segretario Perpetuo at the Accademia di S. Luca in Rome										
1642	http://purl.org/net7/korbo2/ite/m/1642		Roberto Lepetit	Q3938890	https://www.wikidata.org/wiki/Q3938890	Roberto Lepetit	Italian entrepreneur		https://upload.wikimedia.org/wikipedia/commons/f/f3/Roberto_Enea_Lepetit.jpg		106821709X	1906-08-29T00:00:00Z	1945-05-04T00:00:00Z	Lezza	45.82138889,9.22722222	Ebensee concentration camp	47.7875,13.7578
																	47.8,13.7667
2693	/m/0ch5l		Frans Hals	Q167654	https://www.wikidata.org/wiki/Q167654	Frans Hals	painter from the Northern Netherlands	flämischer Maler	https://upload.wikimedia.org/wikipedia/commons/3/3b/After_Frans_Hals_-_Portrait_of_Frans_Hals_-_Indianapolis.jpg		118545221	1582-01-01T00:00:00Z	1666-08-26T00:00:00Z	Antwerp	51.217777777778,4.4002777777778	Haarlem	52.380277777778,4.6405555555556
500	/m/0sxcczk		Johann Konrad Kern	Q1303505	https://www.wikidata.org/wiki/Q1303505	Johann Konrad Kern	Swiss politician	Schweizer Nationalrat und Minister	https://upload.wikimedia.org/wikipedia/commons/0/0f/Johann_Konrad_Kern.jpg	4072	118561529	1808-06-11T00:00:00Z	1888-04-14T00:00:00Z	Berlingen	47.666388888889,9.0163888888889	Zürich	47.378611111111,8.54
765	/m/0w8348_		Wilhelm von der Mühll	Q61993466	https://www.wikidata.org/wiki/Q61993466	Wilhelm von der Mühll					181955024						
103593			Johann Wilhelm Rumpf	Q61993467	https://www.wikidata.org/wiki/Q61993467	Johann Wilhelm Rumpf					182542327						
104413			Melchior Berri	Q124538	https://www.wikidata.org/wiki/Q124538	Melchior Berri	Swiss architect			19849	123480612	1801-10-20T00:00:00Z	1854-05-12T00:00:00Z	Basel	47.550555555556,7.5911111111111	Basel	47.550555555556,7.5911111111111
2941	/m/046_b		John the Evangelist	Q328804	https://www.wikidata.org/wiki/Q328804	John the Evangelist	author of the Gospel of John; traditionally identified with John the Apostle of Jesus, John of Patmos (author of Revelation), and John the Presbyter	christlicher Evangelist	https://upload.wikimedia.org/wikipedia/commons/a/a5/Grandes_Heures_Anne_de_Bretagne_Saint_Jean.jpg		118557815	0010-01-01T00:00:00Z	0098-01-01T00:00:00Z	Bethsaida	32.90995,35.63053611	Ephesus	37.939722,27.348611
102712	http://purl.org/net7/korbo2/ite/m/102712		Fabio Oliva	Q63126111	https://www.wikidata.org/wiki/Q63126111	Fabio Oliva	Fabio Oliva (c. XVIth century) was an Italian historian.										
